qc_id,match/rank id,specimen id,lat (y),long (x),icon_url
"0",DR02,3131Q36,-25.516619,-54.651094,./0.png
"1",DR02,9278-2017-Q4,-21.194333,-50.438333,./0.png
"2",DR02,3130Q21,-24.9477535,-53.4440652,./0.png
