qc_id,match/rank id,specimen id,lat (y),long (x),icon_url
"0",DR12,3142Q20,-25.516619,-54.651094,
"1",DR12,3146Q1,-25.5132463,-54.6073147,./0.png
"2",DR12,5497-2016-Q3,-23.6312642,-46.508145,./0.png
